*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-14 18:22:38:616611" "Robot State: ,Introduce Nao Started"
"2017-06-14 18:22:41:635056" "Robot State: ,Introduce Nao Ended"
"2017-06-14 18:22:43:124003" "Robot State: ,Looking at The Book"
"2017-06-14 18:22:55:313155" "Robot State: ,TaskONE Selected"
"2017-06-14 18:22:56:324888" "Robot State: ,Looking at The Book"
"2017-06-14 18:23:04:135919" "Robot State: ,Reading Mode Started"
