*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-16 09:16:30:533235" "Robot State: ,Introduce Nao Started"
"2017-06-16 09:16:32:426924" "Robot State: ,Introduce Nao Ended"
"2017-06-16 09:16:34:175729" "Robot State: ,Looking at The Book"
