*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-14 17:07:38:312658" "Robot State: ,Introduce Nao Started"
"2017-06-14 17:07:40:996953" "Robot State: ,Introduce Nao Ended"
"2017-06-14 17:07:42:563633" "Robot State: ,Looking at The Book"
"2017-06-14 17:07:43:146360" "Robot State: ,TaskFINISH Selected"
"2017-06-14 17:07:44:164633" "Robot State: ,Looking at The Book"
