*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-16 09:17:26:277957" "Robot State: ,Introduce Nao Started"
"2017-06-16 09:17:28:011881" "Robot State: ,Introduce Nao Ended"
"2017-06-16 09:17:29:679676" "Robot State: ,Looking at The Book"
