*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-15 11:34:23:882713" "Robot State: ,Introduce Nao Started"
"2017-06-15 11:34:26:001932" "Robot State: ,Introduce Nao Ended"
"2017-06-15 11:34:27:597923" "Robot State: ,Looking at The Book"
"2017-06-15 11:34:28:163166" "Robot State: ,TaskFINISH Selected"
"2017-06-15 11:34:28:941799" "Robot State: ,TaskFINISH Selected"
"2017-06-15 11:34:42:115585" "Robot State: ,Looking at The Book"
