*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-14 17:50:13:698003" "Robot State: ,Introduce Nao Started"
"2017-06-14 17:50:16:853642" "Robot State: ,Introduce Nao Ended"
"2017-06-14 17:50:18:383506" "Robot State: ,Looking at The Book"
"2017-06-14 17:50:19:115421" "Robot State: ,TaskFINISH Selected"
