*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-14 19:25:03:831048" "Robot State: ,Introduce Nao Started"
"2017-06-14 19:25:07:203123" "Robot State: ,Introduce Nao Ended"
"2017-06-14 19:25:08:879356" "Robot State: ,Looking at The Book"
"2017-06-14 19:25:09:489781" "Robot State: ,TaskONE Selected"
"2017-06-14 19:25:10:520815" "Robot State: ,Looking at The Book"
