*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-15 09:39:36:170771" "Robot State: ,Introduce Nao Started"
"2017-06-15 09:39:39:662448" "Robot State: ,Introduce Nao Ended"
"2017-06-15 09:39:40:918398" "Robot State: ,Looking at The Book"
