*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-15 13:27:17:123084" "Robot State: ,Introduce Nao Started"
"2017-06-15 13:27:19:475731" "Robot State: ,Introduce Nao Ended"
"2017-06-15 13:27:20:684401" "Robot State: ,Looking at The Book"
"2017-06-15 13:27:21:299175" "Robot State: ,TaskFINISH Selected"
"2017-06-15 13:27:21:905687" "Robot State: ,TaskFINISH Selected"
"2017-06-15 13:27:35:905060" "Robot State: ,Looking at The Book"
