*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-16 11:37:06:289892" "Robot State: ,Introduce Nao Started"
"2017-06-16 11:37:14:807220" "Robot State: ,Introduce Nao Ended"
"2017-06-16 11:37:16:024924" "Robot State: ,Looking at The Book"
