*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-16 10:57:19:786415" "Robot State: ,Introduce Nao Started"
"2017-06-16 10:57:23:191289" "Robot State: ,Introduce Nao Ended"
"2017-06-16 10:57:24:753571" "Robot State: ,Looking at The Book"
"2017-06-16 10:57:25:371727" "Robot State: ,TaskFINISH Selected"
"2017-06-16 10:57:26:085296" "Robot State: ,TaskFINISH Selected"
