*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-15 09:40:08:962912" "Robot State: ,Introduce Nao Started"
"2017-06-15 09:40:11:714531" "Robot State: ,Introduce Nao Ended"
"2017-06-15 09:40:13:255661" "Robot State: ,Looking at The Book"
