*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-16 09:15:29:361739" "Robot State: ,Introduce Nao Started"
"2017-06-16 09:15:31:245933" "Robot State: ,Introduce Nao Ended"
"2017-06-16 09:15:32:918385" "Robot State: ,Looking at The Book"
