*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-15 11:39:39:715751" "Robot State: ,Introduce Nao Started"
"2017-06-15 11:39:42:031346" "Robot State: ,Introduce Nao Ended"
"2017-06-15 11:39:43:628430" "Robot State: ,Looking at The Book"
