*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-15 10:20:20:390628" "Robot State: ,Introduce Nao Started"
"2017-06-15 10:20:22:727408" "Robot State: ,Introduce Nao Ended"
"2017-06-15 10:20:24:041322" "Robot State: ,Looking at The Book"
"2017-06-15 10:20:33:677069" "Robot State: ,TaskFINISH Selected"
"2017-06-15 10:20:34:600568" "Robot State: ,TaskFINISH Selected"
"2017-06-15 10:20:43:961467" "Robot State: ,Looking at The Book"
