*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-16 09:13:23:697024" "Robot State: ,Introduce Nao Started"
"2017-06-16 09:14:02:271506" "Robot State: ,Introduce Nao Ended"
"2017-06-16 09:14:03:778616" "Robot State: ,Looking at The Book"
