*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-14 17:19:38:612903" "Robot State: ,Introduce Nao Started"
"2017-06-14 17:19:41:934155" "Robot State: ,Introduce Nao Ended"
"2017-06-14 17:19:43:154229" "Robot State: ,Looking at The Book"
"2017-06-14 17:19:43:659097" "Robot State: ,TaskFINISH Selected"
