*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-16 13:20:14:240993" "Robot State: ,Introduce Nao Started"
"2017-06-16 13:20:16:220661" "Robot State: ,Introduce Nao Ended"
"2017-06-16 13:20:17:413832" "Robot State: ,Looking at The Book"
"2017-06-16 13:20:18:116824" "Robot State: ,TaskFINISh Selected"
"2017-06-16 13:20:19:132846" "Robot State: ,Looking at The Book"
