*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-15 09:39:08:561607" "Robot State: ,Introduce Nao Started"
"2017-06-15 09:39:15:468890" "Robot State: ,Introduce Nao Ended"
"2017-06-15 09:39:17:013400" "Robot State: ,Looking at The Book"
"2017-06-15 09:39:24:301741" "Robot State: ,TaskONE Selected"
"2017-06-15 09:39:25:322668" "Robot State: ,Looking at The Book"
