*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-14 17:17:19:528792" "Robot State: ,Introduce Nao Started"
"2017-06-14 17:17:23:236562" "Robot State: ,Introduce Nao Ended"
"2017-06-14 17:17:24:748852" "Robot State: ,Looking at The Book"
"2017-06-14 17:17:25:454870" "Robot State: ,TaskFINISH Selected"
"2017-06-14 17:17:26:468983" "Robot State: ,Looking at The Book"
