*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-14 17:14:43:676423" "Robot State: ,Introduce Nao Started"
"2017-06-14 17:14:47:189312" "Robot State: ,Introduce Nao Ended"
"2017-06-14 17:14:48:450835" "Robot State: ,Looking at The Book"
"2017-06-14 17:14:49:346540" "Robot State: ,TaskFINISH Selected"
"2017-06-14 17:14:50:370812" "Robot State: ,Looking at The Book"
