*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-15 15:36:04:412212" "Robot State: ,Introduce Nao Started"
"2017-06-15 15:36:05:974438" "Robot State: ,Idle Mode Reaction Started"
"2017-06-15 15:36:14:334125" "Robot State: ,Looking at The Book"
"2017-06-15 15:36:16:330498" "Robot State: ,Idle Mode Reaction Ended"
"2017-06-15 15:36:16:330729" "Robot State: ,Introduce Nao Ended"
"2017-06-15 15:36:17:654309" "Robot State: ,Looking at The Book"
"2017-06-15 15:36:50:468787" "Robot State: ,Idle Mode Reaction Started"
"2017-06-15 15:36:50:974638" "Robot State: ,Idle Mode Reaction Started"
"2017-06-15 15:36:51:555421" "Robot State: ,Looking at The Book"
"2017-06-15 15:36:54:315172" "Robot State: ,Idle Mode Reaction Ended"
"2017-06-15 15:37:00:074725" "Robot State: ,Looking at The Book"
