*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-14 18:35:13:289335" "Robot State: ,Introduce Nao Started"
"2017-06-14 18:35:16:804329" "Robot State: ,Introduce Nao Ended"
"2017-06-14 18:35:18:276835" "Robot State: ,Looking at The Book"
"2017-06-14 18:35:18:895932" "Robot State: ,TaskONE Selected"
"2017-06-14 18:35:19:918149" "Robot State: ,Looking at The Book"
"2017-06-14 18:35:22:135586" "Robot State: ,Reading Mode Started"
