*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-15 10:48:12:577286" "Robot State: ,Introduce Nao Started"
"2017-06-15 10:48:14:976370" "Robot State: ,Introduce Nao Ended"
"2017-06-15 10:48:16:501300" "Robot State: ,Looking at The Book"
"2017-06-15 10:48:34:105823" "Robot State: ,TaskFINISH Selected"
"2017-06-15 10:48:34:842541" "Robot State: ,TaskFINISH Selected"
"2017-06-15 10:48:44:616231" "Robot State: ,Looking at The Book"
