*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-16 09:16:00:412573" "Robot State: ,Introduce Nao Started"
"2017-06-16 09:16:02:047378" "Robot State: ,Introduce Nao Ended"
"2017-06-16 09:16:03:638426" "Robot State: ,Looking at The Book"
