*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-16 14:23:17:998393" "Robot State: ,Introduce Nao Started"
"2017-06-16 14:23:20:313287" "Robot State: ,Introduce Nao Ended"
"2017-06-16 14:23:21:825412" "Robot State: ,Looking at The Book"
