*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-15 12:11:55:206922" "Robot State: ,Introduce Nao Started"
"2017-06-15 12:11:57:182719" "Robot State: ,Introduce Nao Ended"
"2017-06-15 12:11:58:753239" "Robot State: ,Looking at The Book"
"2017-06-15 12:11:59:327019" "Robot State: ,TaskFINISH Selected"
"2017-06-15 12:12:00:066267" "Robot State: ,TaskFINISH Selected"
"2017-06-15 12:12:09:191052" "Robot State: ,Looking at The Book"
