*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-16 10:34:54:432190" "Robot State: ,Introduce Nao Started"
"2017-06-16 10:34:56:392638" "Robot State: ,Introduce Nao Ended"
"2017-06-16 10:34:57:991655" "Robot State: ,Looking at The Book"
