*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-14 17:11:09:332295" "Robot State: ,Introduce Nao Started"
"2017-06-14 17:11:12:752133" "Robot State: ,Introduce Nao Ended"
"2017-06-14 17:11:14:298072" "Robot State: ,Looking at The Book"
"2017-06-14 17:11:15:346769" "Robot State: ,TaskFINISH Selected"
"2017-06-14 17:11:16:357566" "Robot State: ,Looking at The Book"
