*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-16 11:59:44:688696" "Robot State: ,Introduce Nao Started"
"2017-06-16 11:59:47:028266" "Robot State: ,Introduce Nao Ended"
"2017-06-16 11:59:48:232026" "Robot State: ,Looking at The Book"
"2017-06-16 11:59:52:072049" "Robot State: ,TaskFINISH Selected"
"2017-06-16 11:59:52:779234" "Robot State: ,TaskFINISH Selected"
"2017-06-16 12:00:02:433815" "Robot State: ,Looking at The Book"
