*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-15 15:04:58:982903" "Robot State: ,Introduce Nao Started"
"2017-06-15 15:05:01:314298" "Robot State: ,Introduce Nao Ended"
"2017-06-15 15:05:02:532891" "Robot State: ,Looking at The Book"
"2017-06-15 15:05:16:757677" "Robot State: ,TaskONE Selected"
"2017-06-15 15:05:17:773436" "Robot State: ,Looking at The Book"
"2017-06-15 15:05:19:888334" "Robot State: ,Reading Mode Started"
