*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-14 17:00:06:362834" "Robot State: ,Introduce Nao Started"
"2017-06-14 17:00:09:341787" "Robot State: ,Introduce Nao Ended"
"2017-06-14 17:00:10:675919" "Robot State: ,Looking at The Book"
