*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-16 13:20:43:409089" "Robot State: ,Introduce Nao Started"
"2017-06-16 13:20:45:745950" "Robot State: ,Introduce Nao Ended"
"2017-06-16 13:20:47:374756" "Robot State: ,Looking at The Book"
"2017-06-16 13:20:48:123592" "Robot State: ,TaskFINISH Selected"
"2017-06-16 13:20:48:901929" "Robot State: ,TaskFINISH Selected"
"2017-06-16 13:21:02:972237" "Robot State: ,Looking at The Book"
