*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-14 18:40:37:046866" "Robot State: ,Introduce Nao Started"
"2017-06-14 18:40:40:742901" "Robot State: ,Introduce Nao Ended"
"2017-06-14 18:40:42:366784" "Robot State: ,Looking at The Book"
"2017-06-14 18:40:58:603857" "Robot State: ,TaskONE Selected"
"2017-06-14 18:40:59:627329" "Robot State: ,Looking at The Book"
