*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-15 15:05:45:590768" "Robot State: ,Introduce Nao Started"
"2017-06-15 15:05:47:944572" "Robot State: ,Introduce Nao Ended"
"2017-06-15 15:05:49:160172" "Robot State: ,Looking at The Book"
"2017-06-15 15:05:53:450499" "Robot State: ,TaskFINISH Selected"
"2017-06-15 15:05:54:060063" "Robot State: ,TaskFINISH Selected"
"2017-06-15 15:06:03:119521" "Robot State: ,Looking at The Book"
