*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-14 17:21:11:338019" "Robot State: ,Introduce Nao Started"
"2017-06-14 17:21:14:446191" "Robot State: ,Introduce Nao Ended"
"2017-06-14 17:21:15:712358" "Robot State: ,Looking at The Book"
"2017-06-14 17:21:16:238447" "Robot State: ,TaskFINISH Selected"
"2017-06-14 17:21:16:238605" "Robot State: ,TaskFINISH Selected"
