*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-16 11:00:43:094890" "Robot State: ,Introduce Nao Started"
"2017-06-16 11:00:45:100979" "Robot State: ,Idle Mode Reaction Started"
"2017-06-16 11:00:46:168440" "Robot State: ,Looking at The Book"
"2017-06-16 11:00:49:092971" "Robot State: ,Idle Mode Reaction Ended"
"2017-06-16 11:00:49:093105" "Robot State: ,Introduce Nao Ended"
"2017-06-16 11:00:57:706405" "Robot State: ,Looking at The Book"
"2017-06-16 11:01:29:594747" "Robot State: ,Idle Mode Reaction Started"
"2017-06-16 11:01:30:101521" "Robot State: ,Idle Mode Reaction Started"
"2017-06-16 11:01:45:686114" "Robot State: ,Looking at The Book"
"2017-06-16 11:01:46:687229" "Robot State: ,Looking at The Book"
"2017-06-16 11:01:48:407363" "Robot State: ,Idle Mode Reaction Ended"
"2017-06-16 11:01:50:442129" "Robot State: ,Idle Mode Reaction Ended"
"2017-06-16 11:02:14:595655" "Robot State: ,Idle Mode Reaction Started"
"2017-06-16 11:02:15:101980" "Robot State: ,Idle Mode Reaction Started"
"2017-06-16 11:02:22:742659" "Robot State: ,Looking at The Book"
"2017-06-16 11:02:23:743620" "Robot State: ,Looking at The Book"
"2017-06-16 11:02:24:647160" "Robot State: ,Idle Mode Reaction Ended"
"2017-06-16 11:02:26:769279" "Robot State: ,Idle Mode Reaction Ended"
"2017-06-16 11:02:59:596593" "Robot State: ,Idle Mode Reaction Started"
"2017-06-16 11:03:00:102464" "Robot State: ,Idle Mode Reaction Started"
"2017-06-16 11:03:15:942334" "Robot State: ,Looking at The Book"
"2017-06-16 11:03:18:593755" "Robot State: ,Idle Mode Reaction Ended"
