*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-16 09:53:30:943115" "Robot State: ,Introduce Nao Started"
"2017-06-16 09:53:33:600883" "Robot State: ,Introduce Nao Ended"
"2017-06-16 09:53:34:909384" "Robot State: ,Looking at The Book"
"2017-06-16 09:53:37:347222" "Robot State: ,TaskFINISH Selected"
"2017-06-16 09:53:38:106235" "Robot State: ,TaskFINISH Selected"
"2017-06-16 09:53:51:248773" "Robot State: ,Looking at The Book"
