*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-16 10:32:30:701465" "Robot State: ,Introduce Nao Started"
"2017-06-16 10:32:33:045041" "Robot State: ,Idle Mode Reaction Started"
"2017-06-16 10:32:34:115089" "Robot State: ,Looking at The Book"
"2017-06-16 10:32:36:873039" "Robot State: ,Idle Mode Reaction Ended"
"2017-06-16 10:32:36:873365" "Robot State: ,Introduce Nao Ended"
"2017-06-16 10:32:45:636359" "Robot State: ,Looking at The Book"
"2017-06-16 10:33:17:539771" "Robot State: ,Idle Mode Reaction Started"
"2017-06-16 10:33:18:045385" "Robot State: ,Idle Mode Reaction Started"
"2017-06-16 10:33:29:474483" "Robot State: ,Looking at The Book"
"2017-06-16 10:33:33:869873" "Robot State: ,Idle Mode Reaction Ended"
"2017-06-16 10:33:45:493322" "Robot State: ,Looking at The Book"
"2017-06-16 10:33:48:224679" "Robot State: ,Idle Mode Reaction Ended"
"2017-06-16 10:34:02:540368" "Robot State: ,Idle Mode Reaction Started"
"2017-06-16 10:34:03:045873" "Robot State: ,Idle Mode Reaction Started"
"2017-06-16 10:34:03:614614" "Robot State: ,Looking at The Book"
"2017-06-16 10:34:06:400411" "Robot State: ,Idle Mode Reaction Ended"
"2017-06-16 10:34:33:552445" "Robot State: ,Looking at The Book"
"2017-06-16 10:34:36:169533" "Robot State: ,Idle Mode Reaction Ended"
