*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-16 09:16:53:640313" "Robot State: ,Introduce Nao Started"
"2017-06-16 09:16:55:517595" "Robot State: ,Introduce Nao Ended"
"2017-06-16 09:16:57:193853" "Robot State: ,Looking at The Book"
