*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-16 09:56:40:069773" "Robot State: ,Introduce Nao Started"
"2017-06-16 09:56:42:715409" "Robot State: ,Introduce Nao Ended"
"2017-06-16 09:56:44:229354" "Robot State: ,Looking at The Book"
"2017-06-16 09:56:55:243316" "Robot State: ,TaskFINISH Selected"
"2017-06-16 09:56:55:963994" "Robot State: ,TaskFINISH Selected"
"2017-06-16 09:57:09:370627" "Robot State: ,Looking at The Book"
