*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-14 20:04:54:541417" "Robot State: ,Introduce Nao Started"
"2017-06-14 20:04:57:150901" "Robot State: ,Introduce Nao Ended"
"2017-06-14 20:04:58:678182" "Robot State: ,Looking at The Book"
