*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-15 10:29:52:398065" "Robot State: ,Introduce Nao Started"
"2017-06-15 10:30:25:233988" "Robot State: ,Introduce Nao Ended"
"2017-06-15 10:30:26:750145" "Robot State: ,Looking at The Book"
"2017-06-15 10:30:27:304407" "Robot State: ,TaskONE Selected"
"2017-06-15 10:30:28:332106" "Robot State: ,Looking at The Book"
"2017-06-15 10:30:30:305102" "Detected Cards: RED Card Detected"
"2017-06-15 10:30:30:433791" "Robot State: ,Reading Mode Started"
"2017-06-15 10:30:30:713449" "Robot State: ,Reaction Mode Started"
